id,latitude,longitude,hotelname
148,13.19424,-59.64053,Colony Club by Elegant Hotels
149,13.153414986898,-59.637893611114,Crystal Cove by Elegant Hotels
151,13.065416720768,-59.564846101852,Dover Beach Hotel
152,13.066323361164,-59.55248862505,Golden Sands
153,13.2385,-59.6421,Kings Beach
154,13.187311616544,-59.637640714645,Mango Bay Hotel
155,13.074885,-59.589676,Oasis Hotel
156,13.0752118242,-59.593408405781,Pirate's Inn
157,13.065526950985,-59.559566414025,Sand Acres at Bougainvillea
158,13.070929621097,-59.580064415932,The Sands Barbados
160,13.047513,-59.517537,Silver Sands
161,13.067115027383,-59.569542109966,Southern Palms Beach Club & Resort Hotel
162,13.178845059354,-59.637541472912,Sunset Crest Barbados
163,13.162962,-59.637306,Tamarind by Elegant Hotels
165,-19.924015393357,-43.937400186508,Sol Belo Horizonte
166,-22.744186,-41.87759,Rio Buzios Beach Hotel
167,-12.977356807965,-38.502332507935,Beiramar
168,-12.70938069,-38.33630663,Fronteira Tropical
169,-12.943574036638,-38.340418338776,Catussaba Resort Hotel
170,-9.6497251478748,-35.701199769974,Maceió Atlantic Suites
173,-12.574675,-38.004841,Pousada de Forte
174,-12.580853,-38.013989,Tivoli Ecoresort Praia do Forte Bahia
175,-8.1363974282155,-34.901976585388,Hotel Atlante Plaza
177,-8.0986783650964,-34.885451985869,Manibu Recife
178,-8.12511,-34.89743,Grand Mercure Recife Boa Viagem
179,-22.96699887704,-43.186227232218,Atlantico Copacabana
180,-22.981466193697,-43.190184831619,Grand Mercure Rio de Janeiro Copacabana
181,-22.961434777086,-43.17509740591,Merlin Copacabana
182,-22.975011,-43.18781,Pestana Rio Atlântica
183,-12.994582135324,-38.4422108531,Hotel Bahiamar
185,-12.950062,-38.351148,Hotel Deville Prime Salvador
187,-12.991009,-38.525649,Sol Victoria Marina
189,-23.593150571328,-46.64772035304,Bienal Suites
191,-23.603132,-46.693259,Estanplaza Nacoes Unidas
192,-23.568520617953,-46.658218055964,Mercure São Paulo Pamplona
193,42.373074258715,27.713828086853,Marina Beach
194,42.375349026932,27.711006402969,Pelican Hotel
197,42.7042,27.8134,Villas Elenite
198,42.684588320428,27.706226250332,Hotel Arda
199,42.685215506618,27.708002328873,Balaton
200,42.711137475634,27.759511470795,Bei Lobo
201,42.6951525,27.7104213,Belassica
202,42.681863587651,27.711258530617,Burgas Beach Hotel
203,42.68923757066,27.708098888397,Hrizantema Hotel & Casino
204,42.682689753884,27.707321047783,Park Hotel Continental
205,42.669865838174,27.70815194841,Cook's Club Sunny Beach
206,42.696062653944,27.714874148369,Hotel Globus
207,42.6951525,27.7104213,Gramada Part
208,42.6949685,27.7098529,Hostel Gramada 2
209,42.701120853878,27.714141905308,Kalofer
210,42.6951525,27.7104213,Kosmos
211,43.283904,28.038643,Kristal
212,42.69442052305,27.711317539215,Kuban Resort and Aquapark
214,42.705741,27.722912,Palace Hotel
216,42.686247,27.710928,Hotel Pomorie
217,42.706336321437,27.722883224487,Hotel Slavyanski
218,42.6989210015,27.715941667557,Metropol
219,42.6951525,27.7104213,Sredna Gora
220,42.667297,27.710113,Zefir Hotel
222,42.27280366214,23.60620200634,Bor & Edelweiss
223,42.264371,23.603222,Flora Hotel
224,42.275394076736,23.619185889549,Yagoda Villas
225,42.25859,23.584126,Yastrebets Hotel Wellness & Spa
226,42.275443260278,23.619199991227,Malina Villas
227,41.657352,24.694937,Murgavets Grand hotel
228,41.658617,24.698134,Perelik Hotel
229,41.6567751,24.6953599,Prespa
230,43.226699408512,28.012164831161,Hotel Dolphin
232,42.266690484115,23.605070114136,Samokov
233,41.567675265042,23.282874744072,Interhotel Sandanski 
234,42.708242,23.322224,Ramada by Wyndham Sofia City Center
235,42.691991284297,23.308731191471,Rodina
238,43.370267963019,28.084541114086,Kaliakra Mare
239,43.36625,28.07788,Hotel Dobrudja
240,43.368129,28.083237,Maritim Hotel Paradise Blue Albena
241,43.360287718589,28.079053759575,Hotel Elitsa
242,43.370955788607,28.085807561874,Kaliakra
243,43.36962213873,28.082342147827,Hotel Kardam
244,43.3672634,28.0650601,Kiev
245,43.370183679095,28.079520463943,Kompas
247,43.356798885799,28.076736330986,Hotel Mura
248,43.370778360271,28.080655038357,Hotel Orchidea
249,43.369359839514,28.077375667926,Panorama
252,43.37,28.0833,Warschawa
253,43.278697220363,28.042218983173,Ambassador
255,43.281009199821,28.039059340954,Atlas
256,43.300731654746,28.04925173521,Berlin Golden Beach Hotel
258,43.301233,28.049758,Hotel Glarus
260,43.27633,28.042601,Imperial Hotel
263,43.284805,28.038053,Madara Park Hotel
264,43.283973247664,28.040738403797,COOEE Mimosa Sunshine Hotel
266,43.290431950499,28.044930696487,Moskwa
267,43.277848761605,28.043009,Nympha Hotel
268,43.288409286607,28.041830062866,Palma
269,43.276967,28.040169,Hotel Preslav
270,43.286124923151,28.044072389603,Admiral Hotel
271,43.279505642088,28.039523363113,Hotel Shipka
272,43.284851890223,28.040381669998,Slavey
275,43.2872267,28.0371293,Villa Lora
276,43.231258830793,28.011778593063,Hotel Frederic Joliot Curie
277,43.229320189701,28.006001114845,Hotel Koral
278,43.226631004809,28.009933233261,Hotel Lebed
279,43.242193800268,28.017818927765,Hotel Marina
280,43.240509520745,28.016123771667,Hotel Mirage
282,43.244729901312,28.019455075264,The Palace Hotel
283,43.228186681464,28.007358312607,Rossitsa Hotel
284,43.234283925757,28.013956546783,Chaika
285,43.228006881669,28.009750843048,Grand Hotel Varna
286,43.240915940484,28.016815781593,Veronica
287,18.103332385114,-71.077219247818,Casa Bonita
289,18.376748456796,-68.845415413353,Hilton La Romana
291,18.449944558909,-69.612169861793,BelleVue Dominican Bay
292,18.447244987844,-69.611834585666,whala!bocachica
293,18.4492,-69.6078,Be Live Experience Hamaca
296,19.82242698291,-70.733907638718,Bellavista Cofresi
300,19.7504,-70.410675,Azzurro Estrella Del Mar - Cabarete
301,19.749402,-70.410278,Casa Phönix Annex Isla Verde
302,19.782465,-70.470245,Breezes Puerto Plata Spa & Beach Resort
303,19.749963026153,-70.409277309193,Cabarete Palm Beach Condos
304,19.758351,-70.421973,Punta Goleta Beach Resort
305,19.735244,-70.389,Cabarete Beach House by Faranda Hotels
306,19.749367,-70.410274,Sun & Surf
310,19.750007840937,-70.409778356552,Villa Taina
311,19.766612,-70.4342651,Villas del Atlantico
312,19.81009,-70.7198206,Aldea 
313,18.429212,-69.4014287,Barceló Capella Beach
314,18.426606,-69.421032,Costa Linda
317,18.429232,-69.399932,Barcelo Comfort Colonia Tropical
318,18.426382310374,-69.412592053413,Coral Costa Caribe Resort & Spa
319,18.425,-69.424167,Reef-Marena Beach Resort
320,18.427282,-69.391233,Sol Melia Juan Dolio
321,18.427822383202,-69.397987766865,Club Hemingway
322,18.425608721754,-69.42104101181,Playa Real Beach Resort
323,18.4403637,-69.4188637,Punta Garza Tropicana Beach Side
324,18.4279956386,-69.404990673065,Emotions All Inclusive Juan Dolio Ascend Hotel Collection
325,19.313077,-69.566506,Hotel Acaya
326,19.312497594399,-69.571444541216,Turtle Lagoon Beach
327,18.649767516517,-68.363381624222,Dreams Palm Beach Punta Cana
328,18.693392,-68.42609,Grand Palladium Bavaro Suites Resort & Spa
329,18.714977777778,-68.449233333333,Iberostar Selection Bávaro
330,18.715794670792,-68.45277428627,Iberostar Punta Cana
331,18.699352540289,-68.435479402542,Grand Bávaro Princess
332,18.651612540317,-68.366761207581,Natura Park Beach Eco Resort & Spa
333,18.701338940606,-68.439192339951,Paradisus Punta Cana Resort
336,19.81703757403,-70.729116797447,Lifestyle Vitalis Garden Club
337,19.818569,-70.727942,The Tropical
338,19.763311035915,-70.64290523529,Caribbean Village Playa Dorada
339,19.762886966365,-70.643162727356,Fun Royale & Fun Tropical Beach Resort
341,19.769348856212,-70.64071521163,Sunscape Puerto Plata Dominican Republic
342,19.763144437298,-70.642181038857,Fun Tropicale Beach Resort 
343,19.771697,-70.640598,Gran Ventana Beach Resort
344,19.769404,-70.645288,Heavens Coral
346,19.766222,-70.639595,Riviera Azul
348,19.768164,-70.641372,BlueBay Villas Doradas
349,19.678414,-70.020514,Meflo Playa Grande
350,19.6446,-70.0564,Costa Verde
351,19.8018,-70.7022,Las Rocas
352,19.789228,-70.671043,Puerto Plata Beach Club & Casino
354,18.663058355484,-68.395900726318,Barceló Bávaro Grand Resort
356,18.6613,-68.4168,Bavaro Veraclub
358,18.700477945943,-68.4442355979,Caribe Club Princess Beach Spa
359,18.71558127884,-68.452892303467,Iberostar Dominicana
361,18.51735,-68.369554,Puntacana Resort & Club
362,18.6692637788,-68.4061896801,IFA Villas Bávaro Resort & Spa
363,19.621437418492,-70.137351751328,Bahia Principe Grand San Juan
364,19.324961,-69.544531,Cacao Beach
367,19.18400259607,-69.270612001419,Bahia Principe Luxury Samana
368,19.29343596039,-69.201266169548,Villa Serena
369,18.459898,-69.303644,Howard Johnson San Pedro de Macorix
370,18.4403637,-69.4188637,Barcelo Embassy Beach Resort
371,18.454748214731,-69.923408031464,Hispaniola
372,18.463675838772,-69.896121919155,Crowne Plaza Santa Domingo
373,18.454982,-69.933546,El Embajador a Royal Hideaway Hotel
374,18.454010373791,-69.922952055931,Hotel Santo Domingo
375,19.3378712,-70.9398192,La Mansion
376,19.744539,-70.516006,Caribe Campo
377,19.771973924149,-70.491607189178,Residencial Casa Linda
379,19.747105,-70.514042,Colina Sol y Mar
380,19.750467,-70.520175,Coral Beach
381,19.769086,-70.512604,Coralillo
382,19.744539,-70.516006,Costa Real
383,19.768688,-70.509621,La Esplanada
384,19.750032254831,-70.519010074097,Palm Village
385,19.763557031381,-70.509896720238,Hotel Paraiso de Colon
386,19.776476824611,-70.511165857315,Playa Chiquita
387,19.778596980322,-70.479011535645,Playa Laguna
388,19.768441,-70.516803,Sosua by the Sea Boutique Beach Resort
389,19.749547563481,-70.518065936523,Tropicana Hillside
391,19.766611,-70.512341,Villa Flor
392,19.762767,-70.518873,Waterfront
393,42.560295684484,8.75736951828,La Caravelle
394,42.568975971906,8.7572595477104,Hotel Saint-Christophe
395,42.475604,9.52749,Domaine d' Anghione
396,41.772401,9.396421,Résidence U Veniqui 
397,42.447029340721,9.5403385162353,San Pellegrino Hotel Pavillionnaire
398,42.631137,8.940221,Le Vieux Moulin
399,42.633985479473,8.9381738392522,Langley Resort Napoleon Bonaparte
400,42.638466,8.934738,Best Western Plus Hotel Santa Maria
401,42.2112,9.53372,Club Corsicana
403,42.374134,9.529963,Lido Plage
404,42.383631,9.531425,Marina Bianca
405,42.374877435413,9.5300924777985,Monte Cristo
406,42.264407667437,8.7071910865081,Bon Accueil
407,42.265530143554,8.7068025072526,Capo d'Orto
408,42.266381,8.705339,Colombo
409,42.266859498,8.6962332520627,Hotel Le Marina
410,41.856157,9.399632,Maquis et Mer
411,12.020026,-61.772568,Gem Holiday Beach Resort
412,12.056685062345,-61.74768380105,No Problem
413,12.004138,-61.752847,Secret Harbour Boutique Hotel & Marina
414,12.020251745974,-61.763948500156,Siesta Hotel
415,12.020832,-61.770255,The Flamboyant Hotel & Villas
416,37.755574954672,23.423835933209,Danae
417,37.705493206549,23.465297343586,Moondy Bay Seaside Hotel
418,37.752282,23.424418,Nafsika
419,37.747881,23.42838,Rena
420,37.748458,23.428631,Sissy
421,37.857454,21.11105,Brati & Arkoudi
422,37.969160220934,23.724188357592,Acropolis View
423,37.973904055864,23.73503382209,Amalia Hotel Athens
424,37.801133,23.770374,Four Seasons Astir Palace Hotel Athens
425,37.80474,23.7685,Nafsika 
426,37.981294394764,23.726650851521,Fresh Hotel
428,37.978436995074,23.726584911346,Attalos
429,37.966930448849,23.723358213901,Acropolis Hill
430,37.96752463845,23.72583925724,Divani Palace Acropolis
431,37.973910287194,23.731319010258,Electra Palace Athens
432,37.976271990732,23.735444247723,Hotel Grande Bretagne a Luxury Collection Hotel Athens
433,37.974551,23.731284,Hermes
434,37.992053,23.722109,Oscar Hotel
435,37.990345,23.721273,Oscar Inn
436,37.991298848432,23.733134865761,Radisson Blu Park Hotel Athens
437,37.975805,23.728317,Plaka
438,37.985842772115,23.720903992653,Stanley
439,38.481019837461,22.489826381206,Amalia Delphi
440,38.393473,23.793097,Eretria Park
441,38.406228357005,23.846151740089,Eretria Village
442,38.393877,23.793926,Frantour
444,38.404167952186,23.844758062323,Holidays in Evia
445,38.3969,23.7991,Mirabeau Beach
446,38.405762,23.834988,Miramare Hotel Eretria
447,38.3969,23.7991,M & G Hotel
448,37.77872,23.888457,Grand Resort Lagonissi
449,37.994858502807,22.946185469627,Wyndham Loutraki Poseidon Resort
450,38.105084090901,23.977245390415,Golden Coast Hotel & Bungalows
451,38.153706153297,21.529804766178,Achaios
452,37.588841,22.798614,Amalia Nafplio
453,37.650222,21.626836,Amalia Olympia
454,37.524557366668,22.863495647907,Flisvos Hotel
455,37.51709782866,22.856334149838,King Minos Hotel
456,38.176802146073,21.488785743713,Casa Marron
457,38.159476619451,21.520360708237,Pavlina
458,37.520436,22.856056,Romvi Holidays
459,37.52777,22.866293,Soleil
460,38.155345,21.530209,White Castle
461,37.92993955634,24.006661176682,Dolce Athens Attica Riviera
462,40.097049,23.437978,Stamos
463,40.101924,23.437249,Galanis
465,40.346062,23.966748,Akrathos Beach Hotel
467,40.353933,23.950962,Eagles Palace
468,40.328724,23.980509,Hotel Pyrgos Boutique & Suites
469,39.1536596,20.5674482,Caretta Caretta
470,39.236574,20.481871,Eleni
471,39.23748,20.482565,Studios Galini
472,39.23866195,20.48283228,Villa Ionio
473,39.17719607,20.54691521,Hotel Myrto
474,40.27879719787,23.427475690842,Alevas Beach
475,40.267657,23.452041,Ikos Olivia
476,40.265693,23.460882,Asteris Village
477,40.272911847033,23.435136079788,Hotel Martha's Haus
478,40.270157,23.444587,Olympion Beach
480,40.262992489491,23.461206406082,Sonia Village Resort
481,40.07622,23.449458,Ammon Zeus Hotel
482,40.060846010795,23.459721207619,Athos Palace Hotel
483,40.041822,23.364142,Iris
484,40.059953011178,23.458060920238,Macedonian Sun Hotel
485,40.059815,23.462124,Pallini Beach
488,40.099164163882,23.439644873142,Afitis Hotel & Afitos Studios
490,40.052211137791,23.468636870384,Alexander the Great Beach Hotel
491,40.118843,23.420946,Aristoteles Beach
492,40.162820792424,23.727604526459,Acrotel Athena Pallas
493,39.952901,23.673868,Chrousso Village Hotel
494,40.227627,23.629006,Danai Beach Resort & Villas
496,39.987906,23.612652,Diana Beach
497,40.100717,23.438064,Eden
498,39.992619,23.599279,Flegra Palace Hotel
499,40.2136,23.6851,Geranion Village
500,40.001891153119,23.573723137379,Hanioti GrandOtel
501,39.9893619,23.6103564,Magdalena
502,39.990425,23.613427,Marabou
503,39.966475,23.424299,Mendi
504,39.944,23.6733,Nostos
505,39.990322581565,23.611641526222,Philoxenia Spa Hotel & Villas
506,39.987906,23.613725,Pilalidis
507,40.227416,23.632915,Porfi Beach Hotel
508,40.21435,23.320573,Portes Beach
509,40.099968498747,23.313397521496,Porto Sani
510,39.95476556,23.68389135,Porto Valitsa
511,39.978293,23.374158,Possidi Holidays
513,40.191215,23.334894,Potidea Golden Beach Hotel
514,39.9995,23.5753,Roupel
515,40.091164,23.310611,Sani Club
516,40.100555,23.30702,Sani Beach
517,40.0973,23.3312,Sani Villas
518,40.072321,23.337592,Simantro Beach Hotel
519,40.000399,23.574057,Strandhotel
520,39.962971,23.387357,Thea Hotel
521,40.221667,23.660633,Toroneos
522,40.010092760996,23.541458845139,Hotel Zephyros
523,40.85463,24.70156,Hotel Astoria
524,40.091116493565,23.440552957008,Blue Bay Hotel
525,40.765543082199,23.89978649466,Hotel Leon
526,40.030977,23.495784,Kassandra Palace Hotel & Spa
527,40.03338,23.47815,Hotel Kriopigi
528,40.041892,23.479966,Palladium Hotel
529,40.049552,23.467716,Pashos
531,40.136734,23.747192,Lagomandra Beach Hotel
532,40.1544,23.731,Vergina Village Beach
533,40.227348,23.5833,Blue Dolphin Hotel
534,40.236792493986,23.557200729847,Bianco Olympico Beach Hotel
535,40.015389,23.527193,Georges Beach
536,40.018018,23.52803,Neapolis
538,39.963004,23.378093,Xenios Dolfin Beach
539,40.221195,23.317233,Kassandra Mare
540,40.260991812735,23.495784271164,Hotel Melissa Gold Coast
541,40.27829,23.417121,Alkinoos
542,40.146134,23.734497,Anthemus Sea Beach Hotel & Spa
543,40.22024013732,23.66849899292,Nikiti Beach
545,40.14565,23.735906,Virginia Hotel
546,40.21283,23.670658,Xenios Zeus
547,40.004829217098,23.385901451111,Avra
548,40.777439,24.705002,Aethria Hotel
549,40.617731334459,24.597787857056,Akti Pefkari
550,40.614449,24.603108,Alexandra Beach
551,40.712392,24.749456,Ariadni
552,40.77635,24.605142,Coral
553,40.734197846759,24.764508605003,Hotel Dionysos
555,40.731872705715,24.758076667786,Emerald
556,40.617817,24.597733,Esperia
557,40.6283978823,24.576381261377,Euro Park Hotel
558,40.713346,24.750596,Golden Sun
559,40.755116395959,24.562082290649,Ilio Mare Hotels & Resorts
561,40.610564286156,24.606714248657,Makedonia
562,40.771096545092,24.725117683411,Makryammos Bungalows
563,40.706312502371,24.761820860119,Hotel Miramare
564,40.714151,24.75081,Natascha
565,40.775606,24.60409,Nefeli
566,40.778078,24.707463,Pegasus
567,40.778738,24.610535,Rachoni Bay Hotel
569,40.667155,24.762338,Sylvia
570,40.626298206036,24.542073011398,Zoe Hotel
571,40.776238,24.693073,Molos Villa
572,40.780972,24.683278,Villa Nisteri
573,39.299473,20.372863,Vassilis Haus
574,39.667908,21.669287,Amalia Kalambaka
575,39.068426,20.687446,Katerina Hotel Apartments
576,39.057717,20.699415,Niko
577,39.282345,20.406384,Achilleas
578,39.28522,20.400052,Athinas House
579,39.28243851198,20.406224727631,Pavlos Vergos
580,39.282982453779,20.407726764679,Rezi
581,39.286141,20.392835,Valtos Beach
582,39.338050251308,20.290479362011,Karavostasi Beach
583,38.975537475694,20.758017897606,Margarona Royal
584,39.402323097766,20.251761674881,Giovanni
585,39.399046,20.254768,Hotel Mikros Paradisos
586,39.173434021023,20.550989096696,Sigma Hotel
587,37.976498316208,22.78640754595,Verde & Mare Bungalows
588,37.889037,23.005879,Kalamaki Beach Hotel Corinth
589,37.348578333623,23.466247403232,Leto Hotel Hydra
590,37.348944424797,23.467507660389,Mistral
591,38.4574188152,20.661542862654,Nostos
593,36.99652,26.935458,Pegasos
594,35.475265677646,27.193336039782,Amoopi Bay
595,35.476481231503,27.195008397102,Helios Hotel
596,35.470509223332,27.193034291267,Castelia Bay
597,35.472418,27.192127,Lakki Beach
598,35.491608,27.118702,Hotel Finiki View
599,35.586925,27.178925,Akropolis
600,35.586992,27.177117,Kyra Panagia
601,35.585385,27.072101,Krinos
602,35.591114,27.07053,Sunset Hotel
603,35.58838403283,27.06982165575,Three Dolphins
604,35.50879751828,27.195375859737,Alex
605,35.508428524725,27.2014939785,Apollo
606,35.510295,27.203299,Oasis
607,35.507225,27.205339,Panorama
608,38.176156941041,20.489586442709,Mouikis
609,38.118006,20.596256,Karavados Beach Hotel
610,38.127715,20.51146,Mouikis Sun Village
611,38.162956394761,20.414872169495,Cephalonia Palace
612,38.115213328896,20.637286015297,Hotel La Signora
613,38.149549,20.485417,White Rocks
614,38.243721,20.643068,Pericles
615,38.252066,20.632377,Sami Beach
616,38.103670482581,20.574562606152,Panas Hotel
617,39.804864,19.827771,Akti Anastasia 
619,39.80492605372,19.833181500435,Bostonia Village
620,39.793545,19.80783,Kormoranos Hotel
622,39.795507,19.819303,Marie
623,39.796498,19.773459,Ibiscus Hotel Corfu
624,39.789526389895,19.807280906746,Niki Studios & Apartments
625,39.80766,19.83131,Villa Maria On The Beach
626,39.54261827828,19.851232509262,Mayor La Grotta Verde Grand Resort
627,39.426006,19.953645,Alexander Beach Hotel
628,39.426715215035,19.962597971498,Bruskos Hotel
630,39.449534,19.986747,Regina
631,39.522324738163,19.922434687614,Belvedere Hotel
632,39.793756,19.763665,Angela Beach Hotel
633,39.7183,19.8714,Alexiou Beach
634,39.523918,19.922552,Achilles Hotel
635,39.553026,19.909173,Angsana Corfu
636,39.679983614215,19.838921138623,Corfu Chandris Hotel & Villas
637,39.666219,19.849299,Lux Me Grecotel Daphnila Bay Dassia
638,39.67784764353,19.839485804893,Dassia Chandris Hotel & Spa
639,39.666610027463,19.852102392521,Dimitra Apartments
640,39.684121,19.841439,Elea Beach Hotel
641,39.653416,19.843683,Emely
642,39.66627,19.856106,Eva Palace Grecotel Luxury Resort
643,39.681143,19.834434,La Calma Hotel
644,39.677685,19.837059,Livadi Nafsika Hotel
646,39.664402,19.850471,Nefeli
647,39.672575,19.836363,Hotel Telemachos
648,39.609951,19.779781,Elena Beach
650,39.609617026501,19.779047497721,Ithea Suites Hotel
651,39.609519,19.780392,Philoxenia
652,39.591545,19.810133,LTI Louis Grand Hotel
655,39.652184480369,19.844547361136,Gouvia Hotel
656,39.653393597277,19.843709170818,Iliada Beach
657,39.65662848529,19.842778154423,Louis Corcyra Beach
658,39.657571134768,19.837312102318,Ionian Park Hotel
659,39.651046,19.844943,Popi Star Hotel
660,39.7084783804,19.844224154949,Marilena Sea View Hotel
661,39.708672,19.844391,Pyrgi Beach
662,39.667036256805,19.860293269157,Corfu Imperial Grecotel Exclusive Resort
663,39.61919975442,19.922922849656,Hotel Corfu Palace
664,39.649422327825,19.85998749733,Kontokali Bay Resort & Spa
666,39.476999,19.932567,Alamanos 1+2
